"price","bedrooms","grade","has_basement","living_in_m2","renovated","nice_view","perfect_condition","real_bathrooms","has_lavatory","single_floor","month","quartile_zone","year"
550000,2,4,0,233.18653,0,0,0,2,1,0,5,2,2014
419000,1,1,0,66.89016,0,0,0,1,0,1,11,4,2014
324000,2,2,0,107.76748,0,0,0,1,0,1,12,2,2014
1027375,3,3,1,276.85094,0,1,0,2,1,1,5,3,2015
229500,2,2,1,165.36734,0,0,0,1,0,1,4,1,2015
730000,3,2,1,173.72861,0,0,0,1,0,0,10,4,2014
225000,3,2,0,166.29637,0,0,0,1,1,0,5,1,2015
337000,2,2,0,121.70293,0,0,0,1,1,1,6,2,2014
590000,2,3,1,183.01891,0,0,0,3,1,0,12,3,2014
612000,2,4,0,216.46399,0,0,0,3,0,1,11,2,2014
235000,3,1,0,139.3545,0,0,1,1,0,0,9,1,2014
4e+05,3,2,1,115.19972,0,0,0,2,1,1,5,2,2014
970000,3,4,1,259.19937,1,1,0,3,1,1,5,3,2014
260000,3,2,0,143.07062,0,0,0,1,1,0,1,1,2015
650000,3,2,0,257.34131,0,0,0,2,1,0,10,4,2014
495000,2,3,0,164.43831,0,0,0,1,1,1,10,2,2014
394950,2,3,1,125.41905,0,0,0,2,1,0,5,3,2014
432000,2,3,0,178.37376,0,0,0,2,1,0,11,2,2014
430000,2,2,0,181.16085,0,0,0,2,1,0,1,3,2015
465000,2,2,1,84.54173,0,0,0,1,0,1,10,3,2014
287000,2,2,0,169.08346,1,0,0,2,1,0,3,1,2015
379900,2,4,1,288.92833,0,0,0,2,0,0,7,2,2014
364900,2,3,0,232.2575,0,0,0,3,0,0,6,1,2014
232000,2,2,0,120.7739,0,0,1,1,1,1,1,1,2015
506000,3,2,0,360.46364,0,0,0,3,1,0,11,2,2014
560000,1,3,0,156.07704,0,0,0,2,0,1,9,4,2014
268500,1,3,1,119.84487,0,0,0,1,1,1,12,3,2014
795000,3,4,0,327.01856,0,0,0,3,1,0,9,4,2014
399500,1,3,0,109.62554,0,0,0,1,1,0,10,3,2014
505000,3,3,0,259.19937,0,0,0,2,1,0,5,2,2014
489000,3,4,1,363.25073,0,0,0,2,1,0,4,2,2015
650000,2,2,1,154.21898,0,0,0,1,1,1,10,3,2014
535000,2,2,1,154.21898,0,0,0,1,0,1,8,3,2014
929950,2,5,0,352.10237,0,0,0,3,1,0,7,3,2014
404950,3,3,0,217.39302,0,0,0,2,1,1,7,1,2014
246000,2,3,0,133.78032,0,0,0,1,1,1,7,1,2014
350000,2,3,1,229.47041,0,0,0,2,1,0,9,2,2014
443000,3,4,0,243.40586,0,0,0,3,0,0,3,1,2015
415000,1,2,0,70.60628,0,0,0,1,0,1,12,3,2014
229000,3,2,0,169.08346,0,0,0,1,1,0,12,2,2014
4e+05,2,3,1,138.889985,0,0,0,2,1,0,6,3,2014
805000,3,2,1,218.32205,1,1,0,3,0,0,11,2,2014
731688,3,4,0,244.33489,0,0,0,3,0,0,7,4,2014
309000,2,2,0,165.36734,0,0,0,2,1,0,8,2,2014
425000,1,3,0,124.49002,0,0,0,2,1,0,9,3,2014
847093,3,5,0,256.41228,0,0,0,2,1,0,11,4,2014
628000,2,4,1,366.96685,0,0,0,1,1,1,7,3,2014
583000,2,3,1,170.01249,0,0,0,2,1,1,4,4,2015
371000,1,3,0,103.12233,0,0,0,1,1,0,8,3,2014
428000,1,2,1,183.94794,0,1,1,1,1,0,11,3,2014
230000,2,2,0,152.36092,0,0,0,1,0,1,9,2,2014
305000,1,1,0,182.08988,0,0,0,1,0,0,1,1,2015
205000,1,1,0,83.6127,0,0,0,1,0,1,7,1,2014
475000,2,2,1,179.30279,0,0,0,1,1,1,8,4,2014
540000,3,2,1,230.39944,0,0,0,1,0,0,3,3,2015
390000,3,2,0,212.74787,0,0,0,2,0,0,1,2,2015
270000,2,2,1,132.85129,0,0,0,2,1,1,4,1,2015
290000,2,2,0,146.78674,0,0,0,2,1,0,4,1,2015
370000,2,2,0,137.49644,0,0,0,1,1,0,4,2,2015
220000,3,1,0,217.39302,0,0,0,2,0,0,3,1,2015
410000,2,2,0,131.92226,0,0,0,2,1,0,3,3,2015
471000,1,2,0,78.03852,0,0,0,1,0,1,3,3,2015
85000,1,1,0,77.10949,0,0,0,1,0,1,9,1,2014
470000,3,2,0,358.60558,0,0,0,3,1,0,9,2,2014
853000,3,5,0,319.58632,0,0,0,2,1,0,3,4,2015
400950,1,2,1,215.53496,0,0,0,1,1,1,9,3,2014
249500,3,2,1,196.95436,0,0,0,1,1,1,2,1,2015
335000,1,2,0,154.21898,1,0,0,1,1,0,8,1,2014
716100,2,2,0,152.36092,0,0,1,1,0,0,7,3,2014
911000,3,5,0,327.575978,0,0,0,3,1,0,5,4,2015
375000,2,2,0,96.61912,0,0,0,1,0,1,11,4,2014
255000,2,2,1,122.63196,0,0,0,2,1,0,12,1,2014
489500,2,3,1,194.16727,0,0,0,1,1,1,1,3,2015
597000,3,2,1,196.95436,0,0,0,2,0,0,8,3,2014
489000,2,2,1,140.28353,0,0,0,2,0,1,9,3,2014
137000,2,1,0,120.7739,0,0,0,1,0,1,2,1,2015
295000,2,2,1,164.43831,0,0,0,1,1,1,6,1,2014
552000,3,2,1,293.57348,0,1,0,2,1,1,3,1,2015
251000,3,2,1,153.28995,0,0,1,2,0,1,10,1,2014
395825,1,3,0,147.71577,0,0,0,2,1,0,8,3,2014
294000,2,2,1,131.92226,0,0,0,1,1,0,11,2,2014
375000,3,2,0,166.29637,0,1,0,2,0,0,4,2,2015
260000,3,2,1,168.15443,0,0,0,1,1,1,2,1,2015
375000,1,1,0,70.60628,0,0,0,1,0,1,4,4,2015
775000,3,2,1,172.79958,0,0,0,1,0,0,3,3,2015
349810,2,2,0,89.18688,0,0,0,1,0,1,6,2,2014
616950,2,3,1,231.32847,0,0,0,3,1,0,11,4,2014
590000,3,3,0,299.14766,0,0,0,2,1,0,6,3,2014
615000,2,3,1,247.12198,0,0,0,1,1,1,2,3,2015
505500,2,3,0,120.7739,0,0,0,2,1,0,12,3,2014
417000,3,1,1,194.16727,0,0,0,2,0,1,9,3,2014
655000,3,3,0,277.77997,0,0,0,2,1,0,5,4,2014
930000,3,4,0,327.94759,0,0,0,2,0,0,6,3,2014
667500,3,3,1,178.37376,0,0,0,3,0,0,4,3,2015
989990,3,4,0,355.81849,0,0,0,3,1,0,10,4,2014
353500,3,2,0,163.50928,0,0,0,2,1,0,6,2,2014
750000,3,2,1,245.26392,0,0,0,2,0,0,3,3,2015
341000,1,1,0,96.61912,0,0,0,1,0,1,4,3,2015
420000,1,1,0,76.18046,0,1,1,1,0,1,8,2,2014
443750,2,2,1,135.63838,0,0,0,2,1,0,12,4,2014
250000,2,1,0,102.1933,0,0,0,1,0,1,11,3,2014
577000,2,2,1,144.92868,0,0,1,1,1,1,11,4,2014
260000,2,2,1,158.86413,0,0,0,1,1,1,12,1,2014
286300,1,2,0,92.903,0,0,0,1,0,1,7,2,2014
449950,2,2,0,144.92868,1,0,0,2,0,0,5,3,2014
4e+05,2,2,0,178.37376,0,0,0,1,1,1,12,3,2014
371000,3,2,0,149.57383,0,0,0,1,1,1,12,2,2014
365000,1,2,0,91.97397,0,0,0,1,0,1,8,2,2014
329900,2,3,0,208.288526,0,0,0,2,1,0,6,1,2014
253000,2,2,1,187.66406,0,0,0,2,1,1,10,1,2014
249000,2,2,0,126.34808,0,0,0,2,0,1,4,1,2015
175000,1,1,0,62.24501,0,0,0,1,0,1,6,2,2014
660000,2,2,0,183.94794,0,0,0,3,1,0,6,3,2014
659500,2,3,1,169.08346,0,0,0,1,1,1,6,3,2014
396000,3,1,0,96.61912,0,0,0,1,0,0,2,3,2015
769900,3,3,1,253.62519,0,0,0,3,1,0,5,3,2014
350000,3,3,0,246.19295,0,0,0,2,1,0,7,1,2014
245000,2,2,1,157.00607,0,0,0,2,0,1,10,1,2014
544800,3,4,0,296.36057,0,0,0,2,1,0,4,2,2015
276750,2,2,1,150.50286,0,0,0,2,0,1,1,1,2015
895000,3,3,0,158.86413,0,0,0,2,0,0,8,4,2014
610360,3,4,0,242.47683,0,0,0,2,1,0,7,2,2014
391000,1,1,0,82.68367,0,0,0,1,0,1,7,3,2014
268000,2,2,0,143.99965,0,0,0,2,1,0,3,1,2015
350000,2,2,0,183.01891,0,0,0,2,1,0,4,2,2015
345000,2,2,1,184.87697,0,1,0,1,1,1,6,1,2014
335000,2,2,0,199.74145,0,0,0,2,1,0,5,1,2014
324000,2,3,0,178.37376,0,0,0,2,1,0,12,1,2014
381000,2,2,1,250.8381,0,0,0,1,1,1,10,2,2014
303000,3,1,1,213.6769,0,0,0,1,0,1,4,3,2015
450000,1,1,1,78.03852,0,0,0,1,1,1,6,3,2014
517500,2,2,1,132.85129,0,1,0,1,1,1,2,3,2015
545000,2,2,0,168.15443,0,0,0,1,1,0,6,3,2014
315000,3,2,1,146.78674,0,0,0,2,1,1,12,2,2014
450000,2,2,1,98.47718,0,0,0,1,0,1,3,3,2015
921500,2,2,1,176.5157,0,0,0,1,1,0,3,3,2015
950000,1,4,1,204.3866,0,0,0,2,1,0,1,4,2015
460000,2,2,1,237.83168,0,0,0,1,1,1,10,3,2014
310000,3,3,1,241.5478,0,1,0,2,1,1,5,1,2015
707000,3,4,1,271.27676,0,0,0,2,1,1,11,4,2014
539950,3,4,0,274.99288,0,0,0,2,1,0,7,2,2014
325000,2,2,1,165.36734,0,0,0,1,1,1,8,4,2014
850000,2,3,1,246.19295,0,0,0,2,1,0,6,4,2014
160000,2,1,0,124.49002,0,0,0,1,0,0,1,2,2015
740000,3,3,1,291.71542,0,0,0,2,1,1,8,4,2014
250000,2,2,1,157.9351,0,0,0,1,0,1,8,1,2014
212000,2,2,0,136.56741,0,0,0,1,1,1,2,1,2015
298000,1,1,0,78.96755,0,0,0,1,0,1,5,1,2015
490000,2,2,1,177.44473,0,0,0,1,0,1,5,3,2014
890000,3,4,0,272.20579,0,0,0,2,1,0,4,4,2015
538000,2,3,0,279.63803,0,0,0,2,1,0,7,2,2014
817500,3,5,1,334.4508,0,1,0,3,1,0,10,4,2014
385100,2,1,0,98.47718,0,0,0,1,0,1,8,2,2014
306500,2,2,0,102.1933,0,0,0,1,1,1,2,2,2015
322500,2,2,0,107.76748,0,0,0,1,0,1,9,4,2014
179900,2,1,0,114.27069,0,0,0,1,1,1,9,1,2014
308000,2,1,1,183.94794,0,0,0,1,0,0,10,1,2014
322400,2,3,0,158.86413,0,0,0,1,1,1,9,2,2014
404500,1,2,0,74.3224,0,0,0,1,0,1,8,3,2014
256500,3,2,1,182.08988,0,0,0,2,1,1,3,2,2015
418500,2,3,1,167.2254,0,0,0,2,0,1,4,4,2015
450000,2,5,1,184.87697,0,0,0,2,1,0,11,4,2014
343000,1,2,1,102.1933,0,0,0,1,1,0,3,2,2015
813000,2,3,0,193.23824,0,0,0,1,1,1,10,4,2014
6e+05,3,3,1,168.15443,0,0,1,1,1,1,8,4,2014
433190,2,3,0,153.28995,0,0,0,2,1,0,4,3,2015
194900,1,1,0,75.25143,0,0,0,1,0,1,7,1,2014
308000,1,2,1,156.07704,0,0,0,1,0,1,4,3,2015
356000,2,1,0,85.47076,0,0,0,1,0,1,9,2,2014
280000,2,2,1,107.76748,0,0,0,1,0,1,4,4,2015
392500,2,2,0,86.39979,0,0,0,1,0,1,4,3,2015
618080,2,3,0,188.59309,0,0,0,2,1,0,5,3,2014
165000,2,1,0,111.4836,0,0,0,1,0,1,6,1,2014
998000,3,5,1,349.31528,0,0,0,3,1,0,2,4,2015
470000,2,2,0,243.40586,0,0,0,2,1,0,2,3,2015
799000,2,4,0,236.90265,0,0,0,2,0,0,10,3,2014
397500,2,3,0,197.88339,0,0,0,2,0,1,8,2,2014
527000,3,4,0,262.91549,0,0,0,2,1,0,9,2,2014
309950,2,2,0,111.4836,0,0,0,1,1,1,9,2,2014
510250,2,2,1,130.0642,0,0,0,1,1,1,5,3,2014
451000,3,2,1,209.96078,0,0,0,3,0,1,7,2,2014
355000,1,1,0,49.23859,0,1,0,1,1,1,12,4,2014
640000,3,4,0,299.14766,0,0,0,3,1,0,2,3,2015
350000,2,3,0,133.78032,0,0,0,2,0,1,4,3,2015
840000,3,3,1,201.59951,0,0,0,2,1,1,4,4,2015
613000,2,3,0,182.08988,0,0,0,2,1,1,9,3,2014
329000,2,3,0,227.61235,0,0,0,2,1,0,11,1,2014
189000,2,2,1,135.63838,0,0,0,2,0,1,12,2,2014
537000,2,2,1,130.0642,0,0,0,2,1,1,3,3,2015
840000,2,5,1,331.66371,0,1,0,3,0,0,3,3,2015
315000,2,2,1,176.5157,0,0,0,1,0,1,1,2,2015
7e+05,2,4,0,184.87697,0,1,0,1,1,0,3,2,2015
378000,1,3,0,157.9351,0,0,0,2,1,0,11,3,2014
455000,2,2,0,116.12875,0,0,0,1,1,1,2,3,2015
450000,3,5,0,300.634108,0,0,0,2,1,0,9,1,2014
885000,3,2,1,222.9672,1,0,0,3,1,1,4,4,2015
935000,3,5,0,326.08953,0,0,0,3,1,0,8,2,2014
319000,3,3,0,222.03817,0,0,0,2,1,0,12,1,2014
703770,3,4,0,236.90265,0,0,0,2,1,0,11,4,2014
338000,2,2,1,222.9672,0,0,0,1,1,1,12,1,2014
346500,3,3,1,187.66406,0,0,0,2,1,1,4,2,2015
265000,2,3,0,104.05136,0,0,0,2,1,0,11,3,2014
610000,3,4,0,223.89623,0,1,0,2,1,0,7,4,2014
372000,2,2,0,178.37376,0,0,0,2,1,0,1,2,2015
460000,2,2,1,143.99965,0,0,0,1,1,1,6,3,2014
518000,3,3,1,192.30921,0,0,0,2,1,1,11,4,2014
712000,2,2,1,116.12875,0,0,0,1,0,0,5,3,2014
232603,2,2,0,162.58025,0,0,0,1,1,0,6,1,2014
480000,3,4,0,336.30886,0,0,0,2,1,0,7,2,2014
4e+05,3,3,1,218.32205,0,1,0,2,0,0,8,1,2014
512500,3,2,0,150.50286,0,0,1,1,1,0,5,3,2015
585000,3,2,1,278.709,0,1,0,1,1,1,5,2,2014
267500,2,2,1,193.23824,0,0,0,2,1,0,10,1,2014
342000,2,2,0,154.21898,0,0,0,1,1,0,1,2,2015
569950,3,2,0,105.90942,0,1,0,1,0,1,7,3,2014
880000,3,3,0,239.68974,0,0,0,2,1,0,1,4,2015
450000,3,2,1,185.806,1,0,0,1,0,0,6,2,2014
325000,3,2,0,246.19295,0,0,0,3,0,1,12,1,2014
215000,2,2,0,93.83203,0,0,0,1,0,1,4,1,2015
587500,3,3,1,232.2575,0,1,0,1,1,1,2,2,2015
222000,2,1,0,91.97397,0,0,0,1,0,1,4,1,2015
353000,2,2,0,236.90265,0,0,0,2,1,0,3,1,2015
498000,2,3,0,159.79316,0,0,0,1,1,0,4,2,2015
289000,1,2,1,93.83203,0,0,0,1,1,0,7,2,2014
440000,2,3,0,172.79958,0,1,0,2,0,0,7,2,2014
240000,2,2,1,130.99323,0,0,0,2,1,1,9,2,2014
4e+05,2,2,0,102.1933,0,0,0,1,0,0,2,3,2015
299950,3,1,0,108.69651,0,0,1,1,0,1,9,2,2014
665000,3,3,0,230.39944,0,1,0,2,1,0,3,2,2015
483000,1,2,1,130.0642,0,0,0,1,1,1,10,3,2014
730000,3,4,0,353.0314,0,0,0,2,1,0,12,3,2014
519000,2,3,0,144.92868,0,1,0,1,1,1,1,3,2015
725000,3,3,1,298.21863,0,0,0,2,1,1,6,4,2014
5e+05,1,2,1,88.25785,0,1,0,1,0,1,7,3,2014
284000,3,3,1,189.52212,0,0,0,3,0,1,3,1,2015
295000,1,1,0,74.3224,0,0,0,1,0,1,7,2,2014
393000,3,2,0,245.356823,0,0,0,2,1,0,5,1,2015
227000,2,3,0,156.07704,0,0,0,1,1,1,2,1,2015
285000,3,2,0,176.5157,0,0,0,3,0,0,2,1,2015
273000,2,2,1,179.30279,0,0,0,2,1,1,5,1,2015
315000,1,1,1,83.6127,0,0,0,1,0,1,11,3,2014
551000,3,2,1,189.52212,0,0,0,1,1,1,3,3,2015
2e+05,1,1,0,77.10949,0,0,0,1,0,1,8,1,2014
476000,2,1,0,105.90942,0,0,0,1,0,0,6,4,2014
3e+05,3,2,0,185.806,0,0,0,2,1,0,10,1,2014
780000,3,4,1,210.88981,0,0,0,2,1,1,7,4,2014
838300,3,4,1,349.31528,0,0,0,2,1,1,9,3,2014
5e+05,2,3,0,143.99965,0,0,1,2,0,0,9,2,2014
316000,1,1,0,67.81919,0,0,0,1,0,1,7,2,2014
610000,3,3,1,194.16727,0,0,0,2,1,1,1,4,2015
530000,2,4,1,315.8702,0,1,0,2,1,0,6,2,2014
255000,2,2,1,175.58667,0,0,0,2,1,1,3,1,2015
349900,2,3,0,146.78674,0,0,0,2,1,0,8,2,2014
580000,3,3,1,197.88339,0,0,0,2,1,1,7,4,2014
549900,3,3,1,284.28318,0,0,1,2,1,1,5,1,2014
409000,2,2,0,181.16085,0,0,0,2,1,0,8,3,2014
329950,3,3,0,213.6769,0,0,0,2,1,0,2,1,2015
850000,3,2,0,232.2575,0,0,0,1,0,0,7,4,2014
332500,3,2,0,133.78032,0,0,0,2,0,0,12,3,2014
360000,3,3,0,179.30279,0,0,0,2,1,0,9,2,2014
649000,1,2,1,118.91584,0,0,0,1,0,1,3,3,2015
262500,3,2,1,139.3545,0,0,0,2,1,1,11,1,2014
374950,2,3,0,129.13517,0,0,0,2,1,0,7,3,2014
450000,2,2,0,125.41905,0,0,0,1,0,1,10,4,2014
626000,2,4,1,162.58025,0,0,0,2,1,0,5,4,2014
392000,3,1,1,206.24466,0,0,0,3,1,0,9,2,2014
635000,3,3,1,344.67013,0,0,0,3,1,0,9,4,2014
340000,3,3,0,202.621443,0,0,0,2,1,0,2,1,2015
350000,2,2,1,129.13517,0,0,0,1,0,1,8,2,2014
661254,3,2,1,212.74787,0,0,1,3,0,0,5,3,2014
1027375,2,5,0,366.96685,0,1,0,3,0,0,2,2,2015
695000,3,5,0,326.08953,0,0,0,3,1,0,3,3,2015
315000,2,2,1,165.36734,0,0,0,2,1,1,2,1,2015
471750,3,3,1,352.10237,0,1,0,3,1,1,10,2,2014
426000,3,2,1,196.95436,0,0,0,2,1,1,9,2,2014
384500,1,1,0,104.98039,0,0,0,1,0,1,4,1,2015
435000,3,2,1,140.28353,0,0,0,1,1,1,9,2,2014
374950,3,3,0,259.19937,0,0,0,2,1,0,7,2,2014
540000,3,3,0,123.56099,0,0,0,2,1,0,6,4,2014
3e+05,2,2,0,174.65764,0,0,0,2,1,0,8,2,2014
240000,1,1,0,80.82561,0,0,0,1,0,1,2,2,2015
247000,3,1,0,162.58025,0,0,0,2,0,1,11,2,2014
494000,3,2,1,194.16727,0,0,0,1,1,0,5,3,2014
556000,3,2,1,207.17369,0,0,0,2,1,1,10,4,2014
485000,2,2,1,104.98039,0,0,0,1,0,1,10,4,2014
1010000,3,4,0,326.08953,0,0,0,3,1,0,12,4,2014
288000,2,2,1,127.27711,0,0,0,2,1,1,5,1,2015
225000,1,2,0,96.61912,0,0,1,1,0,1,2,1,2015
5e+05,2,2,1,182.08988,0,0,0,1,1,1,8,4,2014
686000,3,3,0,197.88339,0,0,0,2,1,0,7,4,2014
550000,2,3,0,170.94152,0,0,0,1,1,1,11,4,2014
991500,3,5,0,354.88946,0,1,0,3,0,0,3,3,2015
258500,2,2,0,167.2254,0,0,0,2,1,0,12,1,2014
410000,2,1,1,157.9351,0,0,0,2,0,1,5,4,2014
246600,3,2,0,124.49002,0,0,1,1,0,1,4,1,2015
890000,3,5,0,295.43154,0,0,0,3,1,0,8,2,2014
830000,3,4,1,251.76713,0,0,1,2,1,1,10,4,2014
275000,3,3,1,248.05101,0,0,0,2,1,1,7,1,2014
6e+05,2,4,1,272.20579,0,0,0,1,1,1,5,3,2014
425000,2,3,0,166.29637,0,0,0,1,0,0,10,2,2014
352000,2,2,0,117.05778,0,0,0,1,1,1,4,2,2015
270000,2,3,0,167.2254,0,0,0,1,1,0,4,3,2015
196000,2,2,0,81.75464,0,0,0,1,0,1,9,1,2014
556000,2,2,1,152.36092,0,0,0,1,1,1,6,2,2014
315000,2,2,1,157.9351,0,0,0,1,1,1,11,2,2014
420250,2,3,0,140.28353,0,0,0,2,0,1,4,4,2015
315500,2,2,0,107.76748,0,0,0,1,0,1,9,2,2014
340000,3,2,1,156.07704,0,0,0,1,1,1,10,2,2014
250000,3,2,0,189.52212,0,0,0,2,1,0,9,2,2014
210000,2,2,0,107.76748,0,0,1,1,1,1,10,1,2014
372500,2,2,1,143.99965,0,0,0,1,1,1,10,2,2014
755000,2,4,0,280.56706,0,0,0,2,1,0,10,4,2014
555000,2,2,0,145.85771,0,0,0,1,1,1,7,4,2014
589000,3,3,0,270.34773,0,1,0,2,1,0,5,3,2014
330000,2,2,1,206.24466,0,0,0,2,1,1,7,2,2014
455000,1,3,0,125.41905,0,0,0,2,0,0,11,4,2014
3e+05,2,1,0,86.39979,0,0,1,1,0,0,7,1,2014
246000,3,2,0,188.59309,0,0,0,1,1,1,3,1,2015
373500,1,2,0,74.3224,0,0,0,1,0,1,5,3,2014
206135,2,2,0,124.49002,0,0,0,1,0,1,6,1,2014
538000,3,2,0,174.65764,0,0,0,1,1,1,1,3,2015
575000,2,2,0,186.73503,0,0,0,1,1,0,12,4,2014
469500,3,2,1,194.16727,0,0,0,2,1,1,9,2,2014
7e+05,2,2,1,186.73503,0,0,1,1,1,1,5,3,2014
668000,3,3,0,248.05101,0,0,0,2,1,0,7,4,2014
353900,2,1,1,144.92868,0,0,1,1,1,1,10,1,2014
230000,2,2,0,121.70293,0,0,0,2,0,1,9,2,2014
204950,1,2,0,104.98039,0,0,0,1,1,1,8,1,2014
475000,2,3,0,122.63196,0,0,0,2,1,0,8,3,2014
225000,2,3,1,153.28995,0,0,0,2,1,1,10,1,2014
487000,1,2,1,133.78032,0,0,0,1,0,1,4,3,2015
665000,3,4,0,308.43796,0,0,0,2,1,0,7,2,2014
397000,2,2,0,158.86413,0,1,1,2,0,1,11,1,2014
252000,2,2,0,143.07062,0,0,0,2,0,0,11,1,2014
495000,2,3,0,167.2254,0,0,0,2,1,0,1,3,2015
312500,2,3,1,137.49644,0,0,0,3,1,0,12,1,2014
2e+05,1,1,0,86.39979,0,0,0,1,0,1,8,1,2014
557865,3,4,0,281.49609,0,0,0,2,1,0,11,4,2014
266200,2,2,0,132.85129,0,0,0,1,1,1,5,2,2014
626000,2,3,0,199.74145,0,0,0,2,0,1,3,3,2015
515000,3,3,1,177.44473,0,0,0,2,1,1,4,3,2015
4e+05,2,2,0,198.81242,0,0,0,2,1,0,6,2,2014
5e+05,3,2,0,234.11556,0,0,0,3,0,0,3,3,2015
405000,3,2,1,219.25108,0,0,0,2,1,1,11,2,2014
577450,2,3,0,160.72219,0,0,0,3,0,0,10,3,2014
1e+06,3,3,0,165.36734,0,0,1,2,0,0,7,4,2014
327500,3,3,0,208.10272,0,0,0,2,1,0,5,1,2015
623300,3,4,1,366.96685,0,0,0,3,1,0,7,3,2014
364500,2,1,1,148.6448,0,1,0,1,0,1,9,2,2014
475000,2,3,0,230.39944,0,0,0,2,1,0,10,2,2014
250000,2,2,1,141.21256,0,0,0,1,0,1,12,1,2014
260000,2,2,0,178.37376,0,0,0,2,1,0,4,1,2015
625000,2,2,0,115.19972,0,0,0,1,0,1,8,3,2014
1015000,2,5,1,336.30886,0,0,0,3,1,0,7,4,2014
510000,3,3,1,183.94794,0,0,0,3,1,1,1,4,2015
279950,2,3,0,159.79316,0,0,0,1,1,1,3,1,2015
412000,3,2,1,132.85129,0,0,0,1,1,1,7,4,2014
420000,2,2,0,98.47718,0,0,1,1,0,1,11,4,2014
410000,3,2,1,140.28353,0,0,1,2,0,1,2,3,2015
530000,3,2,1,208.10272,0,0,1,3,0,0,9,2,2014
925000,2,2,1,249.90907,0,0,1,2,1,0,5,3,2014
595000,2,3,1,177.44473,0,1,0,1,1,1,2,3,2015
355000,1,2,0,83.6127,0,0,0,1,0,1,5,2,2015
470000,2,2,0,167.2254,1,0,0,2,0,1,6,4,2014
285000,1,2,0,91.97397,0,0,0,1,1,0,4,2,2015
490000,3,3,0,208.288526,0,0,0,2,1,0,12,2,2014
469000,2,2,0,120.7739,0,0,0,2,0,1,3,2,2015
320000,3,3,0,180.23182,0,0,0,2,1,0,3,1,2015
276000,2,2,0,80.82561,0,0,0,1,0,1,12,3,2014
585000,3,3,1,268.48967,0,0,0,2,1,1,6,2,2014
289950,3,2,1,203.45757,0,0,0,2,1,1,4,1,2015
750500,3,3,1,265.70258,0,0,0,2,1,1,11,4,2014
640000,3,2,1,150.50286,0,0,1,1,1,1,6,3,2014
659950,2,4,1,149.57383,0,1,0,2,1,0,10,4,2014
530000,3,2,1,197.88339,0,0,0,2,1,1,7,2,2014
287000,1,1,0,66.89016,0,0,0,1,1,1,12,1,2014
263000,3,2,1,170.01249,0,0,1,2,1,1,10,1,2014
501000,2,2,1,137.49644,0,0,1,1,1,1,3,4,2015
373000,2,2,1,277.77997,0,0,0,2,1,1,11,1,2014
427500,2,2,0,137.49644,0,0,0,1,0,0,10,3,2014
590000,2,3,1,202.52854,0,1,0,1,1,1,2,4,2015
5e+05,3,2,0,183.94794,0,0,0,2,0,0,1,3,2015
378000,3,3,1,256.41228,0,0,0,2,1,1,6,2,2014
665000,2,3,0,150.50286,0,0,1,2,0,0,7,3,2014
625000,3,4,0,206.24466,0,0,0,2,1,0,10,4,2014
245000,2,2,1,205.31563,0,0,0,2,1,1,8,1,2014
280000,2,2,0,111.4836,0,0,0,1,0,0,12,1,2014
330000,3,3,0,195.560815,0,0,0,2,1,0,7,1,2014
847000,3,4,0,236.90265,0,0,0,1,0,0,6,3,2014
804000,3,4,0,243.40586,0,0,0,2,1,0,2,3,2015
360400,2,3,0,151.43189,0,0,0,2,1,0,11,3,2014
249950,3,2,0,119.84487,0,0,0,1,0,0,5,1,2014
395000,1,1,1,111.4836,0,0,0,1,0,1,12,2,2014
520000,3,3,1,284.28318,0,0,0,2,1,0,2,3,2015
7e+05,3,3,1,183.94794,0,0,0,1,1,1,5,4,2015
355000,1,1,0,125.41905,0,0,0,1,0,1,10,4,2014
550000,3,2,0,319.58632,0,0,0,3,0,0,5,3,2014
166000,2,2,0,93.83203,0,0,0,1,0,1,4,1,2015
275000,2,2,0,152.36092,0,0,0,2,1,0,7,1,2014
6e+05,2,5,1,332.59274,0,1,0,2,1,0,4,1,2015
257000,1,1,1,113.34166,0,0,0,1,1,1,4,3,2015
230000,2,3,0,141.21256,0,0,0,1,1,1,1,1,2015
667000,2,3,0,159.79316,0,0,0,1,1,0,6,3,2014
420000,2,1,1,159.79316,0,0,1,1,1,1,7,2,2014
1027375,3,5,1,350.24431,0,0,0,3,0,0,9,4,2014
5e+05,3,3,0,224.82526,0,0,0,2,1,0,3,3,2015
385000,3,2,1,235.97362,0,0,0,2,0,1,1,2,2015
790500,3,4,0,311.22505,0,0,0,2,1,0,8,4,2014
550000,3,3,1,311.22505,0,0,0,2,1,0,2,3,2015
355000,2,2,0,137.49644,0,0,0,2,0,0,10,3,2014
547000,2,4,1,145.85771,0,0,0,2,1,0,4,4,2015
279950,2,2,0,171.87055,0,0,0,2,1,0,3,2,2015
2e+05,1,1,0,65.0321,0,0,1,1,0,1,6,2,2014
195000,2,2,0,146.78674,0,0,0,1,1,1,8,1,2014
313500,2,3,0,149.57383,0,0,0,1,1,1,11,2,2014
665000,2,2,0,117.05778,0,1,0,1,0,0,9,3,2014
543500,2,2,1,117.98681,0,0,0,2,1,1,10,4,2014
697000,3,3,0,339.09595,0,0,0,2,1,0,6,4,2014
208000,1,1,0,65.0321,0,0,0,1,0,1,4,2,2015
979000,2,3,0,157.9351,0,1,0,1,1,1,6,4,2014
